ITEM_DESCRIPTION	CATEGORY	SUPPLIER
"Toner Cartridge, Black"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Manhattan Lite Chair, standard fabric, Royal"	Furniture and Furnishings	3B INDUSTRIES INC
"ONIONS, RED SLICED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
HP 42X Toner High Yield	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Unsweetened, 70/4oz/cs"	Food Beverage and Tobacco Products	Seacat Enterprises
"Stapler, Electric, BK"	"Office Equipment, Accessories and Supplies"	National Office Solutions
Graham Crackers / Cheese Crackers	Food Beverage and Tobacco Products	ABC Ventures LLC
"BROWNIE MIX, CHOCOLATE"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"BELL PEPPER, RED WHOLE"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Installation (Non-Taxable)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Toner Cartridge, Magenta, (Q7583A)"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Retirement Award, Red Pianowood Plaque"	"Sports, Recreational Equipment and Supplies and Accessories"	MTM RECOGNITION
"Chair, BTC16800-3, H4-NP"	Furniture and Furnishings	"Office Relief, Inc."
Labels for Sun Storage Tek Cartridge	"Office Equipment, Accessories and Supplies"	Delphin Computer Supply
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Seacat Enterprises
"Opener, Letter, Steel"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
turkey/bagel dog	Food Beverage and Tobacco Products	"MOTEN FOOD GROUP, INC"
"UNV Rubber Band, Size 33, 1#"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
"# 10 envelope, dual window"	"Office Equipment, Accessories and Supplies"	Paper Distributors Inc
"Sandwich bread, whole wheat"	Food Beverage and Tobacco Products	Prison Industry Authority
"Chairs, Tables, Lamps"	Furniture and Furnishings	Jones-Campbell Co.
"R3027 Compatible Ribbon, Black/ Red"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"W/O HEADREST, EBONY"	Furniture and Furnishings	3B INDUSTRIES INC
"D-RING, BINDER, BLACK, 371900.1680"	"Office Equipment, Accessories and Supplies"	Prison Industry Authority
mail machine supplies	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
FAX EXPANSION KIT	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Member Room Desk Chair	Furniture and Furnishings	Tangram Interiors
"RUBBERBANDS,SIZE#19,NTTN"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
5 Tab Index Inserts	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
"Madison Chair, With Headrest"	Furniture and Furnishings	Prison Industry Authority
"""Confidential"" Stamp"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Wheat Dinner Rolls	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
Large capacity paper tray	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
custom envelopes	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
HP NO.41A Cartridge Cyan	"Office Equipment, Accessories and Supplies"	Technology Integration Group
Various office supplies	"Office Equipment, Accessories and Supplies"	SYSTEM SUPPLY STATIONERY CORP dba 3S CORPORATION
Frozen Fruits & Vege's	Food Beverage and Tobacco Products	Food Service Systems Inc
"English muffin,white, split,12/pk"	Food Beverage and Tobacco Products	Earthgrains/Sara Lee
"Staples 3/8"" Box 5,000"	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Laminator pouches	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
Scissors (Metal)	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
Manhattan Midback chair - slate	Furniture and Furnishings	Department of General Services
"HAWORTH, 24"" WS SUPPORT PANEL"	Furniture and Furnishings	Western Contract Furnishers
Mechanical pencil	"Office Equipment, Accessories and Supplies"	River City Office Supply
4TH QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Prison Industry Authority
TONER FOR COPIERS	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"PEN,BLPT,RSVP,MED,BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"apples, celery, onions"	Food Beverage and Tobacco Products	PETER GIAMMANCO
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Conference chairs - Casters	Furniture and Furnishings	3B INDUSTRIES INC
TWIN POCKE FOLDER	"Office Equipment, Accessories and Supplies"	"Garza Industries, Inc"
ONIONS DRY YELLOW US No 1 LARGE	Food Beverage and Tobacco Products	Bonanza Produce
canon exchange roller kit for scanners	"Office Equipment, Accessories and Supplies"	"Ablegov, Inc."
"BEANS, PINTO, WHITE"	Food Beverage and Tobacco Products	INTERSECT USA
"POTATO, DEHYDRATED SLICED"	Food Beverage and Tobacco Products	Adolph Inc.
"OPENER,LETTER,9"",OFF SET"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"EGGS, FROZEN 30/LB/PAIL  #258000.0020"	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"MARKER, SHARPIE, ULTRA FN, BK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
"APPLES, 125 PER CASE"	Food Beverage and Tobacco Products	Sysco
"PEN,ROUND STIC 60 BOX,BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"INDEX, BINDER,LTR,5TAB,BF"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
Boston Chair without Headrest	Furniture and Furnishings	3B INDUSTRIES INC
foldeing table  stamp	Furniture and Furnishings	BLAISDELL'S BUSINESS PRODUCTS
"PEN,FELT,FINE TIP,RED"	"Office Equipment, Accessories and Supplies"	River City Office Supply
Stool and Table.	Furniture and Furnishings	Collier Hardware
Coffee Instant Regular	Food Beverage and Tobacco Products	Prison Industry Authority
"Pinto, white, red beans"	Food Beverage and Tobacco Products	"Titus Enterprises, Inc."
"Chair, Atherton Tall Counter Height, Denim"	Furniture and Furnishings	Prison Industry Authority
Snack Mix / Oriental / Ind. Pack	Food Beverage and Tobacco Products	"Titus Enterprises, Inc."
Modular Systems Furniture	Furniture and Furnishings	KYLE ELECTRIC
"Manhattan Lite Chair, Crimson fabric"	Furniture and Furnishings	Prison Industry Authority
"PIZZA, THIN CRUST, CHEESE 96 CS"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Mass Mailing for CDDTL licensees	"Office Equipment, Accessories and Supplies"	Department of General Services
Purple Pocket folder	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
"PENCIL,MECH,VELOCITY,.9M"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"shell eggs, med/lg"	Food Beverage and Tobacco Products	Prison Industry Authority
1ST QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Churchfield Trading Co
"HOT DOG BUNS, WHITE"	Food Beverage and Tobacco Products	Seacat Enterprises
"SURIMI, FLAKE STYLE"	Food Beverage and Tobacco Products	CSV Sales Inc.
"Scissors, 8"", L-Hand"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"Onions, red, sliced"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
3RD QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	INTERSECT USA
Hanging File Folders	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
8 ft. picknic table	Furniture and Furnishings	sonoma county probation camp
Marinara/Tomato Sauce	Food Beverage and Tobacco Products	Highland Wholesale Foods Inc
ACCO Large Binder Clips	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
various fresh produce	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
MX-RB20 - Paper Pass Unit	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Biscuit Mix Buttermilk	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
ERASER FOR CHAMP MECHANICAL PENCILS	"Office Equipment, Accessories and Supplies"	"Horizon Business Solutions, Inc."
Letter Openers - Various	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"CUCUMBERS, SLICED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"maple,thick,5gallon pail"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
"Samsung Black Toner Cartridge, 20,000 Pages Yield"	"Office Equipment, Accessories and Supplies"	Western Blue Corporation
"Oregano, ground, 5lb/container"	Food Beverage and Tobacco Products	Majestic Intl Spice Corporation
CHIPS TORTILLA PLAIN INDIV	Food Beverage and Tobacco Products	Adolph Inc.
"~HILIGHTER,ZAZZLE TANK,PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
chairs and tables	Furniture and Furnishings	Prison Industry Authority
correction tape 1line	"Office Equipment, Accessories and Supplies"	Cole Office Products
"Magnet, Data CDS 1x2"	"Office Equipment, Accessories and Supplies"	THE OFFICE CITY
Ballpoint pens fine (Blue)	"Office Equipment, Accessories and Supplies"	THE PRIMARY SOURCE
"SWI Stapler, Desk, STD, Full, B"	"Office Equipment, Accessories and Supplies"	"WALKERS OFFICE SUPPLIES, INC."
MIXED VEGETABLES STANDARD ASSORTMENT 55LBS/CS	Food Beverage and Tobacco Products	Food Service Systems Inc
"Manhattan Mid Back Chair, Ebony"	Furniture and Furnishings	Prison Industry Authority
accent hilighter	"Office Equipment, Accessories and Supplies"	River City Office Supply
"ONIONS, RED SLICED"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
"BOOK, 14MO, 6-7/8X8-3/4, BK"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
HP 96 BLACK INK CARTRIDGE	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"Counterweight, 36"""	Furniture and Furnishings	Western Contract Furnishers
Targets for Armory	"Sports, Recreational Equipment and Supplies and Accessories"	"LAW ENFORCEMENT TARGETS, INC"
"CARROTS,DICED, 45LBS/CS"	Food Beverage and Tobacco Products	Food Service Systems Inc
Manhattan Mid Back Lite Chair - Fabric Marine	Furniture and Furnishings	3B INDUSTRIES INC
electric stapler	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"DATER, PHRASE, 2 COLOR, RECVD"	"Office Equipment, Accessories and Supplies"	River City Office Supply
CHEESE AMERICAN SLICED	Food Beverage and Tobacco Products	Seacat Enterprises
Modular Furniture Parts	Furniture and Furnishings	Western Contract Furnishers
Modular Furniture	Furniture and Furnishings	KYLE ELECTRIC
"Bean, Red 50 lb/bag"	Food Beverage and Tobacco Products	INTERSECT USA
"Cheese, Parmesan Grated"	Food Beverage and Tobacco Products	Seacat Enterprises
"FOLDER,ET,LTR,2FAST,YW & BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
HEW-RG5-2661-000AEX	"Office Equipment, Accessories and Supplies"	Sterling Business Supplies & Cabling Inc
"CHAIR,CONFERENCE,CSTR,E.MGH,SUMMIT,FAB"	Furniture and Furnishings	3B INDUSTRIES INC
"PEN,RETRACTABLE, BOLD,BE"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"FOLDER,ET,LTR,2 FAST, GN"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"pudding, chocolate"	Food Beverage and Tobacco Products	"San Joaquin Distributors, Inc."
Installation (Non-Taxable)	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"BEANS,BREEN, CUT, 1/2"" TO 1""MIN"	Food Beverage and Tobacco Products	Food Service Systems Inc
Cambria Task Chair w/Arms - Crimson	Furniture and Furnishings	Department of General Services
Toner Cartridge Magenta	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"~~FOLDER,PSBD,4SEC,LTR,RD"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Small White Bean	Food Beverage and Tobacco Products	INTERSECT USA
Sharp Copiers - 3	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
Non-fat Dry Milk	Food Beverage and Tobacco Products	Churchfield Trading Co
Toner Cartridge Black	"Office Equipment, Accessories and Supplies"	Technology Integration Group
"potatoes, red b's"	Food Beverage and Tobacco Products	"Superior Produce, Inc."
Epson Light Magenta	"Office Equipment, Accessories and Supplies"	M & M ASSOCIATES
PITTSBURG FIELD OFFICE RENOVATION	Furniture and Furnishings	Prison Industry Authority
"MX-LC11 3,500 Sheet Large Capacity Paper Tray"	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"Bean, Pinto, Dry"	Food Beverage and Tobacco Products	INTERSECT USA
"Copy holder, Document, IN-LIS530"	"Office Equipment, Accessories and Supplies"	"EXPRESS Office Products, Inc."
"Cheese, Cheddar Shredded"	Food Beverage and Tobacco Products	Seacat Enterprises
REFILL-BLACK INK (22112)	"Office Equipment, Accessories and Supplies"	"Able Ribbon Technology, Inc."
"PEN, SLIDER,VISCOGLIDE, BK"	"Office Equipment, Accessories and Supplies"	River City Office Supply
"CLIP,BINDER, LARGE, 36/PK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
REDI STRIP CATALOG ENVELOPES 9.5 X 12.5	"Office Equipment, Accessories and Supplies"	River City Office Supply
5W578 - Flexible Portable Cord	Furniture and Furnishings	Grainger Industrial Supply
100% Whole Wheat Bread	Food Beverage and Tobacco Products	3B INDUSTRIES INC
"Mailer, DSK, 5x5, 25BX"	"Office Equipment, Accessories and Supplies"	River City Office Supply
VANGUARD BOOKCASE	Furniture and Furnishings	Prison Industry Authority
"refried, bulk bag"	Food Beverage and Tobacco Products	KD Foods
"~~HILIGHTER,INTRO,FPK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
"bananas, carrot, salad mix"	Food Beverage and Tobacco Products	"Alpha Wholesale Produce, Inc."
self inking stamp	"Office Equipment, Accessories and Supplies"	SUNRISE STATIONERS
Boston Chair w/Headrest	Furniture and Furnishings	Prison Industry Authority
permanent markers	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"4-Meals per Case, Days 1"	Food Beverage and Tobacco Products	ABC Ventures LLC
Conference Chairs	Furniture and Furnishings	Prison Industry Authority
"SCISSOR,8"",KE BSC ST,BK"	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
8' Redwood Picnic Table	Furniture and Furnishings	sonoma county probation camp
BEAN WHITE SMALL	Food Beverage and Tobacco Products	SAN JOAQUIN DISTRIBUTORS
Stapes - Various	"Office Equipment, Accessories and Supplies"	Office Xpress Inc
Concourse Work Table - 60''Wx 24''D	Furniture and Furnishings	3B INDUSTRIES INC
"Set-in-Place, Vantage Chair"	Furniture and Furnishings	Prison Industry Authority
"FROZEN FISH, RAW  N/B"	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Binder Pressboard	"Office Equipment, Accessories and Supplies"	GCS Supplies Inc
"CLIN #59, CC364A"	"Office Equipment, Accessories and Supplies"	Technology Integration Group
CANNED TUNA / POUCH TUNA	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
Inmate feeding:  beverage packet    2nd quar.	Food Beverage and Tobacco Products	Christian Bartels Enterprises Inc. dba CB Enterprises
Fruits & vegetables	Food Beverage and Tobacco Products	Florance Distributing Company Inc
TAPE DISPENSER (DESK)	"Office Equipment, Accessories and Supplies"	Cole Office Products
HP 2U Small Form Factor Ball Bearing	Furniture and Furnishings	WESTERN BLUE CORP.
MX-FNX9 - 50-Sheet Inner Stapler/Finisher	"Office Equipment, Accessories and Supplies"	"Smile Business Products, Inc"
"PEN,PRECISE V5,X-FINE,BK"	"Office Equipment, Accessories and Supplies"	GORILLA STATIONERS LLC
2ND QUARTER FOOD ORDERS	Food Beverage and Tobacco Products	Seafood Dimensions Intn'l Inc.
"FROZEN VEGETABLES, VARIETY"	Food Beverage and Tobacco Products	Food Service Systems Inc
"HP, Cyan Image Drum for CP6015"	"Office Equipment, Accessories and Supplies"	Merritt Business Supplies
black retractable pens	"Office Equipment, Accessories and Supplies"	J R Freeman Company Inc.
"PENCIL,WOODEN,W/ERASER,#2"	"Office Equipment, Accessories and Supplies"	Burkett's Office Supplies
"CELERY, 50 LB CASE"	Food Beverage and Tobacco Products	Coast Tropical
"Chairs, Vertical Files, Bookcases"	Furniture and Furnishings	3B INDUSTRIES INC
"TAB,HANGING FILE,3"",CLR"	"Office Equipment, Accessories and Supplies"	Walker's Office Supplies
CANNED FRUIT COCKTAIL	Food Beverage and Tobacco Products	Highland Wholesale Foods Inc
"Madera Task Chair, Vinyl, Black Onyx"	Furniture and Furnishings	3B INDUSTRIES INC
FEE TO BRING CHAIRS INTO THE BUILDING	Furniture and Furnishings	Prison Industry Authority
Copier maintenance	"Office Equipment, Accessories and Supplies"	Ray Morgan Company
"BOARD,DRY ERASE,MAGNETIC,3' X 4'"	"Office Equipment, Accessories and Supplies"	Grainger Industrial Supply
PIA Chair Headrest	Furniture and Furnishings	Prison Industry Authority
"Mesh Combo Tray, Letter/A4 Paper, Black"	Furniture and Furnishings	Value Business Products
